1    27   45   333424   543424   1
2    27   45   443324   533555   1
3    27   45   543314   543414   1
4    27   45   552232   343333   2
5    27   45   333333   223333   2
6    27   45   434233   543414   1
7    27   45   234333   433433   1
8    27   45   134333   533424   1
9    27   45   544533   465533   1
10   27   45   323333   133333   2
11   27   45   553524   443434   2
12   27   45   333333   443222   1
13   27   45   433434   542414   1
14   27   45   533442   553244   3
15   27   45   344333   244333   2
16   27   45   333433   553532   1
17   27   45   223333   554414   1
18   27   45   543252   443343   2
19   27   45   245433   665525   1
20   27   45   433424   333333   2
21   27   45   444242   443342   2
22   27   45   433424   533525   1
23   27   45   333324   433223   1
24   27   45   433333   443333   1
25   27   45   243424   544524   1
26   27   45   444443   243434   1
27   27   45   553424   653555   1
28   27   45   114333   454424   1
29   27   45   323323   113333   2
30   27   45   223333   533442   1
31   27   45   543424   443324   2
32   27   45   553543   553434   2
33   27   45   434434   323323   2
34   27   45   543432   333333   2
35   27   45   343333   543333   2
36   27   45   443333   543414   1
37   27   45   124333   424242   1
38   27   45   554434   333333   2
39   27   45   554434   234423   2
40   27   45   223333   333224   1
41   27   45   513221   443242   1
42   27   45   544434   664233   1
43   27   45   443454   550554   1
44   27   45   443333   323333   2
45   27   45   113333   113333   2
46   27   45   224433   534333   1
47   27   45   334424   342433   1
48   27   45   443333   443333   2
49   27   45   423333   533222   1
50   27   45   433424   643524   1
51   27   45   443333   543524   1
52   27   45   434434   433353   2
53   27   45   333333   443242   1
54   27   45   343223   654251   1
55   27   45   113333   544434   1
56   27   45   214433   113333   2
57   27   45   344332   444232   1
58   27   45   534415   223333   2
59   27   45   333352   633151   1
60   27   45   544524   443424   2
61   27   45   544524   544525   1
62   27   45   554554   444333   2
63   27   45   544434   543404   3
64   27   45   665151   333333   2
65   27   45   223333   233333   3
66   27   45   135355   444142   1
67   27   45   562254   652115   1
68   27   45   433323   643132   1
69   27   45   365333   354333   3
70   27   45   433323   433332   1
71   27   45   113333   443424   1
72   27   45   344333   533524   1
73   27   45   453333   553424   1
74   27   45   543241   444333   2
75   27   45   453345   333333   2
76   27   45   454434   443333   2
77   27   45   344333   233333   2
78   27   45   444443   654544   1
79   27   45   223434   233434   3
80   27   45   443424   333333   2
81   27   45   223333   424242   1
82   27   45   223333   643555   1
83   27   45   213333   322242   1
84   27   45   113333   113333   3
85   27   45   333423   432343   1
86   27   45   464434   423333   2
87   27   45   333333   433434   1
88   27   45   333423   233333   2
89   27   45   454432   233333   2
90   27   45   223333   524434   1
91   27   45   333334   543424   1
92   27   45   255435   455424   2
93   27   45   443433   444323   1
94   27   45   544424   533223   3
95   27   45   443333   333333   2
96   27   45   434323   664425   1
97   27   45   343423   542212   1
98   27   45   553514   654424   1
99   27   45   333333   543424   1
100  27   45   434435   333333   1
101  45   27   443253   333333   2
102  45   27   342333   433333   1
103  45   27   224324   224424   1
104  45   27   444433   333323   2
105  45   27   443323   543215   1
106  45   27   313433   433434   1
107  45   27   443333   443333   3
108  45   27   513433   413533   1
109  45   27   513433   333333   2
110  45   27   433434   234333   2
111  45   27   654544   543433   2
112  45   27   443233   543232   1
113  45   27   543433   444343   2
114  45   27   333333   442232   1
115  45   27   333333   333333   2
116  45   27   133333   543242   1
117  45   27   553424   553324   1
118  45   27   444434   333323   2
119  45   27   523343   453451   2
120  45   27   543333   223333   2
121  45   27   554435   653434   1
122  45   27   423222   113333   2
123  45   27   413333   033241   1
124  45   27   554424   554424   3
125  45   27   544424   444433   2
126  45   27   343433   544435   1
127  45   27   334454   233333   2
128  45   27   433332   333333   2
129  45   27   333434   333323   2
130  45   27   223333   433333   2
131  45   27   323433   443224   1
132  45   27   113353   313242   1
133  45   27   554424   554424   2
134  45   27   223333   444424   1
135  45   27   343433   323223   2
136  45   27   443333   443323   1
137  45   27   454232   323333   2
138  45   27   333333   443242   1
139  45   27   333333   443242   1
140  45   27   553243   333333   2
141  45   27   643211   664212   3
142  45   27   113333   433333   1
143  45   27   144333   423242   1
144  45   27   113433   413433   1
145  45   27   233333   433242   1
146  45   27   444434   343333   2
147  45   27   554222   343333   2
148  45   27   223333   544444   1
149  45   27   213233   613144   1
150  45   27   454424   443524   1
151  45   27   543544   433333   2
152  45   27   344323   654534   1
153  45   27   454333   543325   1
154  45   27   333334   533422   1
155  45   27   643151   545222   2
156  45   27   223333   434232   1
157  45   27   554433   444333   2
158  45   27   454233   353333   2
159  45   27   224333   334333   3
160  45   27   344342   243333   2
161  45   27   443342   333333   2
162  45   27   343433   455242   1
163  45   27   434242   443223   3
164  45   27   443424   443424   1
165  45   27   354333   554444   1
166  45   27   544452   443333   2
167  45   27   213333   544442   1
168  45   27   523252   113333   2
169  45   27   413433   552232   1
170  45   27   553433   653424   1
171  45   27   213333   333333   3
172  45   27   523424   433323   2
173  45   27   643555   433333   2
174  45   27   232522   544552   1
175  45   27   344433   444323   1
176  45   27   552534   552524   1
177  45   27   123333   524221   1
178  45   27   333433   423333   1
179  45   27   113333   223333   1
180  45   27   443252   544252   1
181  45   27   443335   543232   1
182  45   27   444434   444444   1
183  45   27   543242   543223   2
184  45   27   323333   644242   1
185  45   27   353433   543442   1
186  45   27   553452   553433   2
187  45   27   333433   543442   1
188  45   27   443333   543124   1
189  45   27   443333   443333   2
190  45   27   323353   544455   1
191  45   27   623151   523251   2
192  45   27   523515   523422   3
193  45   27   443333   443232   1
194  45   27   333423   543242   1
195  45   27   344333   334333   2
196  45   27   443335   552151   1
197  45   27   444433   333333   2
198  45   27   444433   444333   2
199  45   27   444433   343323   2
200  45   27   223333   443242   1
